timestamp,response_time,status_code,error
2024-05-25T15:20:57.605217,0.5697052478790283,200,
2024-05-25T15:20:57.558341,0.4134490489959717,200,
2024-05-25T15:20:57.652093,0.39771246910095215,200,
2024-05-25T15:20:57.799290,0.43553853034973145,200,
2024-05-25T15:20:57.898548,0.41822052001953125,200,
2024-05-25T15:20:57.994551,0.40496015548706055,200,
2024-05-25T15:20:58.124566,0.42554306983947754,200,
2024-05-25T15:20:58.220695,0.4214050769805908,200,
2024-05-25T15:20:58.352370,0.4528510570526123,200,
2024-05-25T15:20:58.405801,0.41031432151794434,200,
2024-05-25T15:20:58.594349,0.4977602958679199,200,
2024-05-25T15:20:58.785463,0.5896296501159668,200,
2024-05-25T15:20:58.884252,0.5814619064331055,200,
2024-05-25T15:20:58.899888,0.4930891990661621,200,
2024-05-25T15:20:59.074525,0.558185338973999,200,
2024-05-25T15:20:59.207889,0.5822792053222656,200,
2024-05-25T15:20:59.300874,0.5727672576904297,200,
2024-05-25T15:20:59.404272,0.5811269283294678,200,
2024-05-25T15:20:59.487274,0.5561375617980957,200,
2024-05-25T15:20:59.587048,0.5507376194000244,200,
2024-05-25T15:20:59.653158,0.508399248123169,200,
2024-05-25T15:20:59.855993,0.5961079597473145,200,
2024-05-25T15:21:00.003894,0.6474609375,200,
2024-05-25T15:21:00.086828,0.6163661479949951,200,
2024-05-25T15:21:00.169910,0.5843911170959473,200,
2024-05-25T15:21:00.309564,0.6080150604248047,200,
2024-05-25T15:21:00.372067,0.5692036151885986,200,
2024-05-25T15:21:00.512693,0.5902841091156006,200,
2024-05-25T15:21:00.512693,0.5087988376617432,200,
2024-05-25T15:21:00.685477,0.5669384002685547,200,
2024-05-25T15:21:00.868343,0.6321156024932861,200,
2024-05-25T15:21:00.886403,0.5455887317657471,200,
2024-05-25T15:21:01.011405,0.5612130165100098,200,
2024-05-25T15:21:01.145143,0.5855767726898193,200,
2024-05-25T15:21:01.263324,0.594383955001831,200,
2024-05-25T15:21:01.299473,0.520233154296875,200,
2024-05-25T15:21:01.366083,0.4977405071258545,200,
2024-05-25T15:21:01.511770,0.5316133499145508,200,
2024-05-25T15:21:01.583642,0.4954409599304199,200,
2024-05-25T15:21:01.704863,0.519662618637085,200,
2024-05-25T15:21:01.771944,0.4744713306427002,200,
2024-05-25T15:21:01.866545,0.4656033515930176,200,
2024-05-25T15:21:01.965740,0.4609951972961426,200,
2024-05-25T15:21:02.062372,0.44826483726501465,200,
2024-05-25T15:21:02.183396,0.4547584056854248,200,
2024-05-25T15:21:02.296031,0.46050238609313965,200,
2024-05-25T15:21:02.383128,0.4461820125579834,200,
2024-05-25T15:21:02.503355,0.4670262336730957,200,
2024-05-25T15:21:02.637006,0.4835691452026367,200,
2024-05-25T15:21:02.753049,0.4992945194244385,200,
2024-05-25T15:21:02.869815,0.5022449493408203,200,
2024-05-25T15:21:02.969841,0.5008623600006104,200,
2024-05-25T15:21:03.036498,0.46773672103881836,200,
2024-05-25T15:21:03.104406,0.41921520233154297,200,
2024-05-25T15:21:03.270092,0.4679710865020752,200,
2024-05-25T15:21:03.386397,0.4675600528717041,200,
2024-05-25T15:21:03.486503,0.45098352432250977,200,
2024-05-25T15:21:03.571035,0.4190702438354492,200,
2024-05-25T15:21:03.687050,0.4349977970123291,200,
2024-05-25T15:21:03.787705,0.43563151359558105,200,
2024-05-25T15:21:03.958188,0.4892897605895996,200,
2024-05-25T15:21:04.021178,0.45014333724975586,200,
2024-05-25T15:21:04.121928,0.43626856803894043,200,
2024-05-25T15:21:04.213495,0.42579007148742676,200,
2024-05-25T15:21:04.354025,0.4542374610900879,200,
2024-05-25T15:21:04.438556,0.435671329498291,200,
2024-05-25T15:21:04.553590,0.45296502113342285,200,
2024-05-25T15:21:04.705049,0.4968140125274658,200,
2024-05-25T15:21:04.787003,0.46856069564819336,200,
2024-05-25T15:21:04.903698,0.4683799743652344,200,
2024-05-25T15:21:05.004531,0.4509406089782715,200,
2024-05-25T15:21:05.102360,0.4485907554626465,200,
2024-05-25T15:21:05.232565,0.4621908664703369,200,
2024-05-25T15:21:05.341941,0.4700496196746826,200,
2024-05-25T15:21:05.489519,0.50411057472229,200,
2024-05-25T15:21:05.581867,0.4975123405456543,200,
2024-05-25T15:21:05.720202,0.5188968181610107,200,
2024-05-25T15:21:05.805320,0.49461817741394043,200,
2024-05-25T15:21:05.904465,0.4843790531158447,200,
2024-05-25T15:21:05.955008,0.4348278045654297,200,
2024-05-25T15:21:06.121068,0.49836087226867676,200,
2024-05-25T15:21:06.221836,0.501633882522583,200,
2024-05-25T15:21:06.321281,0.5159616470336914,200,
2024-05-25T15:21:06.404401,0.4999363422393799,200,
2024-05-25T15:21:06.487574,0.4669663906097412,200,
2024-05-25T15:21:06.618058,0.4969899654388428,200,
2024-05-25T15:21:06.680557,0.458721399307251,200,
2024-05-25T15:21:06.817648,0.4815661907196045,200,
2024-05-25T15:21:06.911360,0.4574453830718994,200,
2024-05-25T15:21:07.008096,0.45416927337646484,200,
2024-05-25T15:21:07.179353,0.5144214630126953,200,
2024-05-25T15:21:07.273115,0.4973783493041992,200,
2024-05-25T15:21:07.335225,0.4551243782043457,200,
2024-05-25T15:21:07.428982,0.4394955635070801,200,
2024-05-25T15:21:07.616265,0.5149247646331787,200,
2024-05-25T15:21:07.616265,0.40566277503967285,200,
2024-05-25T15:21:07.788139,0.4685380458831787,200,
2024-05-25T15:21:07.867871,0.4388890266418457,200,
2024-05-25T15:21:07.992875,0.45122575759887695,200,
2024-05-25T15:21:08.069804,0.4222891330718994,200,
